sp|Q1J835|RL11_STRPF Large ribosomal subunit protein uL11 OS=Streptococcus pyogenes serotype M4 (strain MGAS10750) OX=370554 GN=rplK PE=3 SV=2	sp|P66058|RL11_STRP1 Large ribosomal subunit protein uL11 OS=Streptococcus pyogenes serotype M1 OX=301447 GN=rplK PE=3 SV=1	1.0
sp|D1ZIW5|CHO2_SORMK Phosphatidylethanolamine N-methyltransferase OS=Sordaria macrospora (strain ATCC MYA-333 / DSM 997 / K(L3346) / K-hell) OX=771870 GN=CHO2 PE=3 SV=1	sp|A4RHN5|CHO2_PYRO7 Phosphatidylethanolamine N-methyltransferase OS=Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) OX=242507 GN=CHO2 PE=3 SV=1	0.26070446311657275
sp|B6KAM0|AMA1_TOXGV Apical membrane antigen 1 OS=Toxoplasma gondii (strain ATCC 50861 / VEG) OX=432359 GN=AMA1 PE=1 SV=1	sp|Q06520|ST2A1_HUMAN Sulfotransferase 2A1 OS=Homo sapiens OX=9606 GN=SULT2A1 PE=1 SV=3	0.1631626821823538
sp|B0C075|RS2_ACAM1 Small ribosomal subunit protein uS2 OS=Acaryochloris marina (strain MBIC 11017) OX=329726 GN=rpsB PE=3 SV=1	sp|Q6B8R5|RR2_GRATL Small ribosomal subunit protein uS2c OS=Gracilaria tenuistipitata var. liui OX=285951 GN=rps2 PE=3 SV=1	0.6356524320632806
sp|Q7W400|GLYA2_BORPA Serine hydroxymethyltransferase 2 OS=Bordetella parapertussis (strain 12822 / ATCC BAA-587 / NCTC 13253) OX=257311 GN=glyA2 PE=3 SV=1	sp|B3R5S0|GLYA_CUPTR Serine hydroxymethyltransferase OS=Cupriavidus taiwanensis (strain DSM 17343 / BCRC 17206 / CCUG 44338 / CIP 107171 / LMG 19424 / R1) OX=977880 GN=glyA PE=3 SV=1	0.8105743216445261
sp|P0A0R1|FTNA_NEIMB Bacterial ferritin OS=Neisseria meningitidis serogroup B (strain ATCC BAA-335 / MC58) OX=122586 GN=bfrA PE=3 SV=1	sp|P0ABD3|BFR_ECOLI Bacterioferritin OS=Escherichia coli (strain K12) OX=83333 GN=bfr PE=1 SV=1	0.36212897132266847
sp|B1XD49|FABZ_ECODH 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ OS=Escherichia coli (strain K12 / DH10B) OX=316385 GN=fabZ PE=3 SV=1	sp|Q0TLF3|FABZ_ECOL5 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ OS=Escherichia coli O6:K15:H31 (strain 536 / UPEC) OX=362663 GN=fabZ PE=3 SV=1	1.0
sp|P08675|CSP_PLACL Circumsporozoite protein OS=Plasmodium cynomolgi (strain London) OX=5831 GN=CSP PE=3 SV=1	sp|P08676|CSP_PLACM Circumsporozoite protein OS=Plasmodium cynomolgi (strain Mulligan/NIH) OX=5832 GN=CSP PE=3 SV=3	0.36384607898689714
sp|B9KL95|RS19_CERSK Small ribosomal subunit protein uS19 OS=Cereibacter sphaeroides (strain KD131 / KCTC 12085) OX=557760 GN=rpsS PE=3 SV=1	sp|Q2RQW4|RS19_RHORT Small ribosomal subunit protein uS19 OS=Rhodospirillum rubrum (strain ATCC 11170 / ATH 1.1.1 / DSM 467 / LMG 4362 / NCIMB 8255 / S1) OX=269796 GN=rpsS PE=3 SV=1	0.88190313082846
sp|Q7Z692|CEA19_HUMAN Cell adhesion molecule CEACAM19 OS=Homo sapiens OX=9606 GN=CEACAM19 PE=2 SV=2	sp|B1VY42|RNZ_STRGG Ribonuclease Z OS=Streptomyces griseus subsp. griseus (strain JCM 4626 / CBS 651.72 / NBRC 13350 / KCC S-0626 / ISP 5235) OX=455632 GN=rnz PE=3 SV=1	0.20769943676259175
sp|A8GVL3|RL35_RICB8 Large ribosomal subunit protein bL35 OS=Rickettsia bellii (strain OSU 85-389) OX=391896 GN=rpmI PE=3 SV=1	sp|A8GVL3|RL35_RICB8 Large ribosomal subunit protein bL35 OS=Rickettsia bellii (strain OSU 85-389) OX=391896 GN=rpmI PE=3 SV=1	1.0
sp|A5GQU6|RS21_SYNR3 Small ribosomal subunit protein bS21 OS=Synechococcus sp. (strain RCC307) OX=316278 GN=rpsU PE=3 SV=1	sp|A2BRE1|RS21_PROMS Small ribosomal subunit protein bS21 OS=Prochlorococcus marinus (strain AS9601) OX=146891 GN=rpsU PE=3 SV=1	0.9095257208296426
sp|P63148|UBE2B_RABIT Ubiquitin-conjugating enzyme E2 B OS=Oryctolagus cuniculus OX=9986 GN=UBE2B PE=2 SV=1	sp|Q58FS2|UBC2_TRIHA Ubiquitin-conjugating enzyme E2 2 OS=Trichoderma harzianum OX=5544 GN=UBC2 PE=2 SV=1	0.7485214013867976
sp|A8ANV7|PIMT_CITK8 Protein-L-isoaspartate O-methyltransferase OS=Citrobacter koseri (strain ATCC BAA-895 / CDC 4225-83 / SGSC4696) OX=290338 GN=pcm PE=3 SV=1	sp|A8ANV7|PIMT_CITK8 Protein-L-isoaspartate O-methyltransferase OS=Citrobacter koseri (strain ATCC BAA-895 / CDC 4225-83 / SGSC4696) OX=290338 GN=pcm PE=3 SV=1	1.0
sp|B1XBG3|CAIB_ECODH L-carnitine CoA-transferase OS=Escherichia coli (strain K12 / DH10B) OX=316385 GN=caiB PE=3 SV=1	sp|P31572|CAIB_ECOLI L-carnitine CoA-transferase OS=Escherichia coli (strain K12) OX=83333 GN=caiB PE=1 SV=3	1.0
sp|A6LX30|PXPA_CLOB8 5-oxoprolinase subunit A OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=pxpA PE=3 SV=1	sp|Q5HSP5|PXPA_CAMJR 5-oxoprolinase subunit A OS=Campylobacter jejuni (strain RM1221) OX=195099 GN=pxpA PE=3 SV=1	0.6789184025564163
sp|Q96ES6|MFSD3_HUMAN Major facilitator superfamily domain-containing protein 3 OS=Homo sapiens OX=9606 GN=MFSD3 PE=1 SV=1	sp|B0JPY2|MINE_MICAN Cell division topological specificity factor OS=Microcystis aeruginosa (strain NIES-843 / IAM M-2473) OX=449447 GN=minE PE=3 SV=1	0.20977117940845583
sp|Q2T199|APT_BURTA Adenine phosphoribosyltransferase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CCUG 48851 / CIP 106301 / E264) OX=271848 GN=apt PE=3 SV=1	sp|Q1BTI4|APT_BURO1 Adenine phosphoribosyltransferase OS=Burkholderia orbicola (strain AU 1054) OX=331271 GN=apt PE=3 SV=1	0.8641992355985526
sp|P9WIR7|APA_MYCTU Alanine and proline-rich secreted protein Apa OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=apa PE=1 SV=1	sp|P01070|ITRA_SOYBN Trypsin inhibitor A OS=Glycine max OX=3847 GN=KTI3 PE=1 SV=2	0.20913522108811686
sp|A6UPK3|CBID_METVS Cobalt-precorrin-5B C(1)-methyltransferase OS=Methanococcus vannielii (strain ATCC 35089 / DSM 1224 / JCM 13029 / OCM 148 / SB) OX=406327 GN=cbiD PE=3 SV=1	sp|A9MLR2|CBID_SALAR Cobalt-precorrin-5B C(1)-methyltransferase OS=Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980) OX=41514 GN=cbiD PE=3 SV=1	0.30011760433876244
sp|A9X1C8|EXT1_PAPAN Exostosin-1 OS=Papio anubis OX=9555 GN=EXT1 PE=3 SV=1	sp|Q9JK82|EXT1_CRIGR Exostosin-1 OS=Cricetulus griseus OX=10029 GN=EXT1 PE=1 SV=1	0.9852753046555803
sp|P0AEM1|FKBX_ECOL6 FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=fkpB PE=3 SV=2	sp|A1RGX6|RBFA_SHESW Ribosome-binding factor A OS=Shewanella sp. (strain W3-18-1) OX=351745 GN=rbfA PE=3 SV=1	0.26856053997268686
sp|A1WVG0|NUSB_HALHL Transcription antitermination protein NusB OS=Halorhodospira halophila (strain DSM 244 / SL1) OX=349124 GN=nusB PE=3 SV=1	sp|C6DB34|NUSB_PECCP Transcription antitermination protein NusB OS=Pectobacterium carotovorum subsp. carotovorum (strain PC1) OX=561230 GN=nusB PE=3 SV=1	0.430040157447845
sp|Q1GEY7|QUEC_RUEST 7-cyano-7-deazaguanine synthase OS=Ruegeria sp. (strain TM1040) OX=292414 GN=queC PE=3 SV=1	sp|Q2YR96|QUEC_BRUA2 7-cyano-7-deazaguanine synthase OS=Brucella abortus (strain 2308) OX=359391 GN=queC PE=3 SV=1	0.7867054257141118
sp|O97952|ANDR_MACFA Androgen receptor OS=Macaca fascicularis OX=9541 GN=AR PE=2 SV=1	sp|A7X8D4|PRGR_TRAOB Progesterone receptor OS=Trachypithecus obscurus OX=54181 GN=PGR PE=3 SV=1	0.1775026865009345
sp|A8G8W5|PRIB_SERP5 Primosomal replication protein N OS=Serratia proteamaculans (strain 568) OX=399741 GN=priB PE=3 SV=1	sp|B2VCW0|PRIB_ERWT9 Primosomal replication protein N OS=Erwinia tasmaniensis (strain DSM 17950 / CFBP 7177 / CIP 109463 / NCPPB 4357 / Et1/99) OX=465817 GN=priB PE=3 SV=1	0.8980662132081988
sp|B5ZYT2|EFG_RHILW Elongation factor G OS=Rhizobium leguminosarum bv. trifolii (strain WSM2304) OX=395492 GN=fusA PE=3 SV=1	sp|A7IFX8|EFG_XANP2 Elongation factor G OS=Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2) OX=78245 GN=fusA PE=3 SV=1	0.5975626670166205
sp|Q09MF3|RR12_CITSI Small ribosomal subunit protein uS12cz/uS12cy OS=Citrus sinensis OX=2711 GN=rps12-A PE=3 SV=1	sp|Q3V510|RR12_ACOCL Small ribosomal subunit protein uS12cz/uS12cy OS=Acorus calamus OX=4465 GN=rps12-A PE=3 SV=1	0.9709053917296345
