ID,Human,Gorilla,Gibbon,G.Panda,Goose,Swan,Goat,Sheep,Bovine,Bison
Human,0.0,5.661341674523257e-05,0.0004114199742620839,0.0009016526461419483,0.00311574343807397,0.0031044709534062687,0.0011882165052253812,0.0011796172740793365,0.0011208121366881318,0.0010741814616891388
Gorilla,5.661341674523257e-05,0.0,0.000530626028790282,0.0007029578664933256,0.0034640339641451856,0.003459344059204561,0.0012855954218838894,0.0014077174651893065,0.0010955536160820456,0.0011594050682460777
Gibbon,0.0004114199742620839,0.000530626028790282,0.0,0.00117805892433831,0.002637386307134726,0.0026766704993496093,0.0014006815574788556,0.001283204184661213,0.0015530582991638564,0.0013675817628431286
G.Panda,0.0009016526461419483,0.0007029578664933256,0.00117805892433831,0.0,0.003574411965460045,0.003652847237957446,0.0014617560469556423,0.0019486507078225745,0.0011604866965598815,0.0015637488942830124
Goose,0.00311574343807397,0.0034640339641451856,0.002637386307134726,0.003574411965460045,1.1102230246251565e-16,8.311877234190579e-05,0.002639041960179611,0.0026114469191307332,0.0031327755396831636,0.0026700154949467203
Swan,0.0031044709534062687,0.003459344059204561,0.0026766704993496093,0.003652847237957446,8.311877234190579e-05,2.220446049250313e-16,0.002709293806318236,0.0026660712053294677,0.00319247559108915,0.002708545283696906
Goat,0.0011882165052253812,0.0012855954218838894,0.0014006815574788556,0.0014617560469556423,0.002639041960179611,0.002709293806318236,1.1102230246251565e-16,0.0001954761282109141,0.000519488445113292,0.0004168002014616201
Sheep,0.0011796172740793365,0.0014077174651893065,0.001283204184661213,0.0019486507078225745,0.0026114469191307332,0.0026660712053294677,0.0001954761282109141,0.0,0.0008879760216836674,0.0005843168849096747
Bovine,0.0011208121366881318,0.0010955536160820456,0.0015530582991638564,0.0011604866965598815,0.0031327755396831636,0.00319247559108915,0.000519488445113292,0.0008879760216836674,0.0,0.00039358360526653424
Bison,0.0010741814616891388,0.0011594050682460777,0.0013675817628431286,0.0015637488942830124,0.0026700154949467203,0.002708545283696906,0.0004168002014616201,0.0005843168849096747,0.00039358360526653424,0.0
